text2,label,episode,season,places,ids,text1,label_prev
okay okay wait till you hear who i got for ross,0,0914,09,1,43368,well it's this guy i used to massage and by massage i mean hold down so he wouldn't turn over and flash me,6.0
she's this really boring woman she's a teacher,5,0914,09,1,43369,okay okay wait till you hear who i got for ross,0.0
a teacher,6,0914,09,1,43370,she's this really boring woman she's a teacher,5.0
yeah yeah she's really into history and foreign movies and oh oh she loves puzzles huh come on who loves puzzles,5,0914,09,1,43371,a teacher,6.0
well ross does what you're you're ruining the plan joey you've you've fixed him up with his perfect woman,6,0914,09,1,43372,yeah yeah she's really into history and foreign movies and oh oh she loves puzzles huh come on who loves puzzles,5.0
oh my god you're right,5,0914,09,1,43373,well ross does what you're you're ruining the plan joey you've you've fixed him up with his perfect woman,6.0
how do you even know a woman like that,6,0914,09,1,43375,she even reads for pleasure,5.0
what i'm not allowed to know smart women,5,0914,09,1,43376,how do you even know a woman like that,6.0
joey,6,0914,09,1,43377,what i'm not allowed to know smart women,5.0
i met her at the library i went in to pee,5,0914,09,1,43378,joey,6.0
so now what do we do,6,0914,09,1,43379,i met her at the library i went in to pee,5.0
well okay i'll i'll just call her and tell her the date's cancelled and find him somebody else,5,0914,09,1,43380,so now what do we do,6.0
what if we don't find him somebody else we'll just tell her the date's off but we don't tell ross and he goes to the restaurant and gets stood up,6,0914,09,1,43381,well okay i'll i'll just call her and tell her the date's cancelled and find him somebody else,5.0
ooh i hear that's bad,5,0914,09,1,43382,what if we don't find him somebody else we'll just tell her the date's off but we don't tell ross and he goes to the restaurant and gets stood up,6.0
ooh so this is great rachel's gonna have a terrible date ross gets stood up and then they'll realise how good they have it together,6,0914,09,1,43383,ooh i hear that's bad,5.0
yeah you know it's not that fun,5,0914,09,1,43385,it's not santa's plan no it's,6.0
no i think we killed it,6,0914,09,1,43386,yeah you know it's not that fun,5.0
emma emma look at me well i think i'll go downstairs for a while,4,0914,09,2,43387,no i think we killed it,6.0
okay just so you know i'm gonna be ovulating from tomorrow until the sixth so don't touch yourself in the next 48 hours,3,0914,09,2,43389,no no no no no no no no it's okay it's okay i didn't go don't cry it's just a bit i'm your uncle chandler; funny is all i have,4.0
i don't do that,4,0914,09,2,43390,okay just so you know i'm gonna be ovulating from tomorrow until the sixth so don't touch yourself in the next 48 hours,3.0
no it's not,3,0914,09,2,43393,today is the sixth,4.0
it's okay go take the test and see if we're okay,4,0914,09,2,43395,oh my god today's the sixth i may be done ovulating i may have also served some very questionable meat at the restaurant,3.0
hey where are all my ovulation sticks there's only one here,3,0914,09,2,43397,tough crib,4.0
i might have checked to see if i was ovulating a couple times,4,0914,09,2,43398,hey where are all my ovulation sticks there's only one here,3.0
chandler,3,0914,09,2,43399,i might have checked to see if i was ovulating a couple times,4.0
i am not working there's not much to do around here,4,0914,09,2,43400,chandler,3.0
excuse me is there a woman waiting at the bar someone average height dark hair perhaps doing a puzzle,2,0914,09,0,43401,i am not working there's not much to do around here,4.0
uh there's a drunk chinese guy,0,0914,09,0,43402,excuse me is there a woman waiting at the bar someone average height dark hair perhaps doing a puzzle,2.0
well if i'm still here in an hour buy him a drink on me,2,0914,09,0,43403,uh there's a drunk chinese guy,0.0
can i get you another glass of wine,0,0914,09,0,43404,well if i'm still here in an hour buy him a drink on me,2.0
nah i don't know if i should i don't wanna be drunk when i go home alone,2,0914,09,0,43405,can i get you another glass of wine,0.0
are you worried your date came saw you and left,0,0914,09,0,43407,yeah it's no big deal it's just a blind date,2.0
no,2,0914,09,0,43408,are you worried your date came saw you and left,0.0
we're okay i'm still ovulating,3,0914,09,2,43409,no,2.0
oh good because as of four o'clock this afternoon i am not,4,0914,09,2,43410,we're okay i'm still ovulating,3.0
come on i know you're not eighteen anymore but give it a minute,3,0914,09,2,43412,i i don't think i can,4.0
because of emma,4,0914,09,2,43413,come on i know you're not eighteen anymore but give it a minute,3.0
oh my god emma oh sweetie i forgot you were here oh you're right we can't do this we can't leave her alone,3,0914,09,2,43414,because of emma,4.0
well she's aware when we leave the room she may notice if we start canoodling in it,4,0914,09,2,43416,unless maybe we do it here i mean how much can she even be aware of at this age,3.0
canoodling,3,0914,09,2,43417,well she's aware when we leave the room she may notice if we start canoodling in it,4.0
well i can't say hump or screw in front of the b a b y,4,0914,09,2,43418,canoodling,3.0
i don't know i mean i guess having sex in front of a baby isn't so,3,0914,09,2,43419,well i can't say hump or screw in front of the b a b y,4.0
horrifying scarring something people go to jail for,4,0914,09,2,43420,i don't know i mean i guess having sex in front of a baby isn't so,3.0
but what kind of a sick bastard wants to do it in front of a deer tow the stoned guy ],3,0914,09,2,43422,you guess i'm right when we stayed at that bed and breakfast you wouldn't have sex with me because you thought a deer was staring through the window,4.0
wow everything looks so good i think i'm gonna have the chicken,1,0914,09,0,43423,but what kind of a sick bastard wants to do it in front of a deer tow the stoned guy ],3.0
i i just have to say this; you're really beautiful,0,0914,09,0,43424,wow everything looks so good i think i'm gonna have the chicken,1.0
oh well that's that's very sweet thank you,1,0914,09,0,43425,i i just have to say this; you're really beautiful,0.0
i'm kind of funny looking,0,0914,09,0,43426,oh well that's that's very sweet thank you,1.0
what,1,0914,09,0,43427,i'm kind of funny looking,0.0
oh come on you're way out of my league everybody in here knows it bet that guy over there's probably saying ooh why she out with him he must be rich well i'm not,0,0914,09,0,43428,what,1.0
well come on steve; let's not rule out nervous laughter hey now wait a minute phoebe told me that that you owned your own restaurant that's impressive,1,0914,09,0,43431,i'm not funny either so if you were thinking well he's not that good looking but maybe we'll have some laughs that ain't gonna happen,0.0
i lost it to drugs,0,0914,09,0,43432,well come on steve; let's not rule out nervous laughter hey now wait a minute phoebe told me that that you owned your own restaurant that's impressive,1.0
phoebe it's me i'm going to hunt you down and kill you,1,0914,09,1,43437,i do like my hair,0.0
you know you are talking about one of my dear dear friends,6,0914,09,1,43439,this is the worst date ever how could you set me up with this creep,1.0
i don't care this guy is a nightmare,1,0914,09,1,43440,you know you are talking about one of my dear dear friends,6.0
oh right so he gets a little crazy when he's stoned,6,0914,09,1,43441,i don't care this guy is a nightmare,1.0
he's not stoned,1,0914,09,1,43442,oh right so he gets a little crazy when he's stoned,6.0
did he go out for a cigarette,6,0914,09,1,43443,he's not stoned,1.0
well our plan is working rachel is having a miserable time and ross is just stood up somewhere at a restaurant all alone,0,0914,09,1,43445,my dear sweet rach,6.0
oh great pretty soon they'll be back together,5,0914,09,1,43446,well our plan is working rachel is having a miserable time and ross is just stood up somewhere at a restaurant all alone,0.0
by the time anyone's figured out what we've done we'll be in sunny mexico oh wait that's the end of a different plan on the floor he's even sucking on a pacifier ],6,0914,09,1,43447,oh great pretty soon they'll be back together,5.0
she's asleep chandler,3,0914,09,2,43448,by the time anyone's figured out what we've done we'll be in sunny mexico oh wait that's the end of a different plan on the floor he's even sucking on a pacifier ],6.0
